no,id_resep,nama_resep,daftar_bahan,waktu_masak,kategori,step_masak,gambar,link asli,list_bahan,list_bahan_stem,list_bahan_norm,waktu_norm,kategori_list,kategori_norm
121,R0121,Lodeh Tempe,"tempe,labu siam,wortel,jagung muda,kacang panjang,bumbu sayur lodeh,air,bawang merah,bawang putih,cabe hijau besar,cabe merah besar,kara,daun salam,garam,gula pasir",15,"sup dan kuah, makanan rumahan, menu tradisional daerah, resep praktis/5 bahan","1. Siapkan bahan. Kupas wortel, labu, jagung muda, kacang panjang, cuci bersih, potong sesuai selera. Tempe juga dipotong sesuai selera. Iris bamer, baput, dan cabe, sisihkan. Tumis baput dan bamer sampai harum.;2. Masukkan tempe dan sayuran kecuali kacang panjang dan irisan cabe. Masak sekitar 3 menit, tambahkan air lanjutkan memasak sampai mendidih. Tambahkan bumbu Racik Sayur Lodeh;3. Tambahkan kacang panjang,irisan cabe,santan,garam& gulpas aduk rata, masak kembali sampai matang. Cek rasa. Matikan kompor. Sajikan. Terimakasih 🙏🥰",https://img-global.cpcdn.com/recipes/5aa8e5010bac1113/680x781f0.5_0.377451_1.0q80/lodeh-tempe-foto-resep-utama.webp,https://cookpad.com/id/resep/25872871,"['tempe', 'labu siam', 'wortel', 'jagung muda', 'kacang panjang', 'bumbu sayur lodeh', 'air', 'bawang merah', 'bawang putih', 'cabe hijau besar', 'cabe merah besar', 'kara', 'daun salam', 'garam', 'gula pasir']","['tempe', 'labu siam', 'wortel', 'jagung muda', 'kacang panjang', 'bumbu sayur lodeh', 'air', 'bawang merah', 'bawang putih', 'cabe hijau besar', 'cabe merah besar', 'kara', 'daun salam', 'garam', 'gula pasir']","['tempe', 'labu siam', 'wortel', 'jagung muda', 'kacang panjang', 'bumbu sayur lodeh', 'air', 'bawang merah', 'bawang putih', 'cabe hijau besar', 'cabe merah besar', 'kara', 'salam', 'garam', 'gula pasir']",15,"['sup dan kuah', 'makanan rumahan', 'menu tradisional daerah', 'resep praktis/5 bahan']","['sup & kuah', 'makanan rumahan', 'menu tradisional daerah', 'resep praktis/5 bahan']"
122,R0122,Sayur Asem Sunda,"sayur asem,gula merah,asem jawa,garam,vetsin,gula putih,cabe merah keriting,bawang merah,bawang putih,kemiri,cabe gendot",30,"sup dan kuah, makanan rumahan, menu tradisional daerah","1. Potong bahan-bahan sesuai selera, cuci pake garam lalu rendam air sebentar seperti di foto.;2. Blender halus b merah, b putih, kemiri dan cabe merah;3. Rebus air lalu masukan jagung dan bumbu yg sudah di blender;4. Masukan bahan yang sudah di potong lalu tambahkan gula merah, gula putih, garam, pecin dan asem jawa. Biarkan sampai mendidih lalu cek rasa.;5. Biarkan sampai mendidih, lalu masukan cabe gendot yang sudah di di iris. Kalau kurang asem boleh tambahkan tomat yah;6. Jadi deh",https://img-global.cpcdn.com/recipes/fc15bdfef82d5cc3/680x781f0.5_0.5_1.0q80/sayur-asem-sunda-foto-resep-utama.webp,https://cookpad.com/id/resep/25946134,"['sayur asem', 'gula merah', 'asem jawa', 'garam', 'vetsin', 'gula putih', 'cabe merah keriting', 'bawang merah', 'bawang putih', 'kemiri', 'cabe gendot']","['sayur asem', 'gula merah', 'asem jawa', 'garam', 'vetsin', 'gula putih', 'cabe merah keriting', 'bawang merah', 'bawang putih', 'kemiri', 'cabe gendot']","['sayur asem', 'gula merah', 'asem jawa', 'garam', 'vetsin', 'gula putih', 'cabe merah keriting', 'bawang merah', 'bawang putih', 'kemiri', 'cabe gendot']",30,"['sup dan kuah', 'makanan rumahan', 'menu tradisional daerah']","['sup & kuah', 'makanan rumahan', 'menu tradisional daerah']"
123,R0123,Getuk Singkong,"singkong,garam,gula merah bubuk,gula pasir,kelapa",60,"kue dan dessert, camilan viral/kekinian, sarapan","1. singkong selama 15 menit, setelah merekah matang,langung pindah ke wadah untuk di tumbuh hingga halus;2. Kemudian masukkan har,gila merah bubuk, gula pasir aduk rata hingga gula tercampur;3. Tuang dalam wadah untuk ditekan hingga padat,lalu siapkan kelapa parut kukus lalu potong dang tabur kelapa parut",https://img-global.cpcdn.com/recipes/aa00f0566771b23f/680x781f0.5_0.5_1.0q80/getuk-singkong-foto-resep-utama.webp,https://cookpad.com/id/resep/25581587,"['singkong', 'garam', 'gula merah bubuk', 'gula pasir', 'kelapa']","['singkong', 'garam', 'gula merah bubuk', 'gula pasir', 'kelapa']","['singkong', 'garam', 'gula merah', 'gula pasir', 'kelapa']",60,"['kue dan dessert', 'camilan viral/kekinian', 'sarapan']","['dessert & kue manis', 'camilan viral/kekinian', 'sarapan']"
124,R0124,Nagasari,"tepung beras,tepung tapioka,gula pasir,santan,daun pandan,garam,pisang kepok,daun pisang",60,"kue dan dessert, camilan viral/kekinian, sarapan","1. Siapkan bahan. Langkah pertama masak santan, gula, garam, dan daun pandan hingga mendidih, dengan api kecil sambil diaduk lalu dinginkan.;2. Campur santan dingin dengan tepung beras dan tepung tapioka, aduk rata.;3. Masak dengan api kecil sambil terus diaduk hingga adonan terasa berat, saat sudah kalis matikan api. Ambil adonan, beri isian pisang lalu timpa lagi dengan adonan;4. Bungkus dengan daun pisang. Lakukan sampai adonan habis. Panaskan kukusan lalu kukus hingga matang. Angkat dan biarkan suhu ruang baru dapat dinikmati. Saya pribadi lebih suka makan nagasari saat sudah dingin betul. Rasanya legit.",https://img-global.cpcdn.com/recipes/779da01a2176669e/680x781f0.5_0.5_1.0q80/nagasari-foto-resep-utama.webp,https://cookpad.com/id/resep/25273334,"['tepung beras', 'tepung tapioka', 'gula pasir', 'santan', 'daun pandan', 'garam', 'pisang kepok', 'daun pisang']","['tepung beras', 'tepung tapioka', 'gula pasir', 'santan', 'daun pandan', 'garam', 'pisang pok', 'daun pisang']","['tepung beras', 'tepung tapioka', 'gula pasir', 'santan', 'daun pandan', 'garam', 'pisang pok', 'daun pisang']",60,"['kue dan dessert', 'camilan viral/kekinian', 'sarapan']","['dessert & kue manis', 'camilan viral/kekinian', 'sarapan']"
125,R0125,Nasi Timbel khas Sunda,"nasi putih,daun pisang,tempe,tahu,ayam goreng,ikan asin goreng,telur gulung,aneka lalapan,sambal terasi",30,"nasi dan olahan beras, makanan rumahan, menu tradisional daerah","1. Siapkan 2 lembar daun pisang yg lembar dan panjang sekitar 2 jengkal kemudian layukan di atas kompor dgn api sedang hingga seluruh permukaan layu, lalu gunting bagian daun kerasnya;2. Letakan nasi secukupnya di atas selembar daun lalu gulung secara perlahan, kemudian gulung bagian ujung daun, atas dan bawahnya lalu rapikan;3. Susun nasi timbel bersama pelengkapnya, dan siap di nikmati",https://img-global.cpcdn.com/recipes/afd945f6cd73ab37/680x781cq80/nasi-timbel-khas-sunda-foto-resep-utama.webp,https://cookpad.com/id/resep/24016593,"['nasi putih', 'daun pisang', 'tempe', 'tahu', 'ayam goreng', 'ikan asin goreng', 'telur gulung', 'aneka lalapan', 'sambal terasi']","['nasi putih', 'daun pisang', 'tempe', 'tahu', 'ayam goreng', 'ikan asin goreng', 'telur gulung', 'aneka lalap', 'sambal terasi']","['nasi putih', 'daun pisang', 'tempe', 'tahu', 'ayam goreng', 'ikan asin goreng', 'telur gulung', 'aneka lalap', 'sambal terasi']",30,"['nasi dan olahan beras', 'makanan rumahan', 'menu tradisional daerah']","['nasi & olahan beras', 'makanan rumahan', 'menu tradisional daerah']"
126,R0126,Tumis Kangkung Saus Tiram,"kangkung,bawang putih,bawang merah,cabe,minyak goreng,air panas,kaldu jamur,garam,gula pasir,saus tiram",15,"sayur tumis, makanan rumahan, menu tradisional daerah, resep praktis/5 bahan","1. Siangi kangkung lalu cuci hingga bersih. Geprek lalu cincang bawang putih agar keluar wanginya. Iris halus bawang merah beserta cabe.;2. Panaskan minyak untuk menumis bumbu. Masukkan bawang putih dan bawang merah sampai agak kering.;3. Masukkan cabe sesuai selera yaa;4. Masukkan kangkung yg sudah dibersihkan. Dibolak balik sampai bumbunya tercampur rata.;5. Tuangkan air panas agar warna kangkungnya tetap cantik.;6. Tambahkan bumbu-bumbu yaitu kaldu jamur, gula pasir, garam dan saus tiram. Jangan lupa koreksi rasa yaaa",https://img-global.cpcdn.com/recipes/cbc7b6eaf8461509/680x781f0.50365_0.50039_1.0q80/tumis-kangkung-saus-tiram-foto-resep-utama.webp,https://cookpad.com/id/resep/25890178,"['kangkung', 'bawang putih', 'bawang merah', 'cabe', 'minyak goreng', 'air panas', 'kaldu jamur', 'garam', 'gula pasir', 'saus tiram']","['kangkung', 'bawang putih', 'bawang merah', 'cabe', 'minyak goreng', 'air panas', 'kaldu jamur', 'garam', 'gula pasir', 'saus tiram']","['kangkung', 'bawang putih', 'bawang merah', 'cabe', 'minyak goreng', 'air panas', 'kaldu jamur', 'garam', 'gula pasir', 'saus tiram']",15,"['sayur tumis', 'makanan rumahan', 'menu tradisional daerah', 'resep praktis/5 bahan']","['sayur tumis', 'makanan rumahan', 'menu tradisional daerah', 'resep praktis/5 bahan']"
127,R0127,Rujak Cingur,"cingur sapi,sawi putih,kangkung,pucuk ubi jalar,nanas,mangga mengkal,kedondong,minyak goreng rose brand,cabe rawit,kacang tanah goreng,gula merah,petis udang,terasi,air asam jawa,air,bawang putih,garam,gula pasir rose brand,micin asatu rose brand",60,"daging sapi, menu tradisional daerah, makanan rumahan","1. Goreng kacang tanah dengan Minyak goreng Rose Brand. Rebus cingur yang sudah dibuang kulitnya dan potong kotak, rebus dengan daun salam, daun jeruk hingga empuk.;2. Iris tipis buah dan sayur,rebus sayuran yang sudah di beri garam. Angkat dan tiriskan.;3. Ulek kacang tanah, garam, Micin Asatu Rose Brand gula pasir Rose Brand,cabe, terasi, tambahkan petis,air asam, gula merah.;4. Ulek hingga tercampur rata,tambahkan air sedikit demi sedikit sesuai dengan kekentalan yang diinginkan dan tes rasa.;5. Tata buah dan sayuran, tambahkan saus kacang dan cingur, sajikan😍.",https://img-global.cpcdn.com/recipes/1bcc9492d9f0d32d/680x781f0.5_0.5_1.0q80/rujak-cingur-foto-resep-utama.webp,https://cookpad.com/id/resep/24806214,"['cingur sapi', 'sawi putih', 'kangkung', 'pucuk ubi jalar', 'nanas', 'mangga mengkal', 'kedondong', 'minyak goreng rose brand', 'cabe rawit', 'kacang tanah goreng', 'gula merah', 'petis udang', 'terasi', 'air asam jawa', 'air', 'bawang putih', 'garam', 'gula pasir rose brand', 'micin asatu rose brand']","['cingur sapi', 'sawi putih', 'kangkung', 'pucuk ubi jalar', 'nanas', 'mangga mengkal', 'kedondong', 'minyak goreng rose brand', 'cabe rawit', 'kacang tanah goreng', 'gula merah', 'petis udang', 'terasi', 'air asam jawa', 'air', 'bawang putih', 'garam', 'gula pasir rose brand', 'micin asatu rose brand']","['cingur sapi', 'sawi putih', 'kangkung', 'pucuk ubi jalar', 'nanas', 'mangga mengkal', 'kedondong', 'minyak goreng rose brand', 'cabe rawit', 'kacang tanah', 'gula merah', 'petis udang', 'terasi', 'asam jawa', 'air', 'bawang putih', 'garam', 'gula pasir rose brand', 'micin asatu rose brand']",60,"['daging sapi', 'menu tradisional daerah', 'makanan rumahan']","['daging sapi', 'menu tradisional daerah', 'makanan rumahan']"
128,R0128,Balado Udang Tahu Telur Puyuh,"udang,telur puyuh,tahu putih,petai,cabai,tomat,bawang merah,bawang putih,garam,kaldu bubuk,gula pasir,minyak",30,"ikan dan seafood, telur, olahan pedas dan sambal, makanan rumahan, menu tradisional daerah",1. Siapin udang telur puyuh rebus dan tahu goreng;2. Halus kan bumbu nya;3. Goreng udang di minyak panas hingga berubah warna masukan telur puyuh goreng aduk sebentar setelah itu masukkan bumbu yang sudah di halus kan;4. Setelah bumbu matang masukan tahu gula kaldu bubuk dan petai koreksi rasa angkat sajikan hangat yummy,https://img-global.cpcdn.com/recipes/e883f4c6c78003db/1360x1562f0.5_0.566838_1.0q80/balado-udang-tahu-telur-puyuh-foto-resep-utama.webp,https://cookpad.com/id/resep/25888918,"['udang', 'telur puyuh', 'tahu putih', 'petai', 'cabai', 'tomat', 'bawang merah', 'bawang putih', 'garam', 'kaldu bubuk', 'gula pasir', 'minyak']","['udang', 'telur puyuh', 'tahu putih', 'petai', 'cabai', 'tomat', 'bawang merah', 'bawang putih', 'garam', 'kaldu bubuk', 'gula pasir', 'minyak']","['udang', 'telur puyuh', 'tahu putih', 'petai', 'cabai', 'tomat', 'bawang merah', 'bawang putih', 'garam', 'kaldu ayam', 'gula pasir', 'minyak']",30,"['ikan dan seafood', 'telur', 'olahan pedas dan sambal', 'makanan rumahan', 'menu tradisional daerah']","['ikan & seafood', 'telur', 'olahan pedas & sambal', 'makanan rumahan', 'menu tradisional daerah']"
129,R0129,Pepes Ikan Nila,"ikan nila,daun pisang,lidi,daun kemangi,daun salam,belimbing wuluh,tomat,cabe merah,cabe rawit merah,bawang merah,bawang putih,garam,gula pasir",60,"ikan dan seafood, makanan rumahan, menu tradisional daerah","1. Cuci bersih ikan, tiriskan. Haluskan bumbu, siapkan daun kemangi;2. Siapkan daun pisang, beri daun salam kemudian tambahkan bumbu diatasnya. Tambahkan potongan belimbing wuluh dan daun kemangi.;3. Letakkan ikan diatas bumbu kemudian beri bumbu lagi, bungkus rapat daun pisang dan sematkan lidi dikedua sisinya. Tata dalam kukusan yang sudah dipanaskan.;4. Kukus 30 menit kemudian panggang hingga kedua sisi sedikit gosong.",https://img-global.cpcdn.com/recipes/265b64a84a59839f/680x781f0.5_0.513197_1.0q80/pepes-ikan-nila-foto-resep-utama.webp,https://cookpad.com/id/resep/25584174,"['ikan nila', 'daun pisang', 'lidi', 'daun kemangi', 'daun salam', 'belimbing wuluh', 'tomat', 'cabe merah', 'cabe rawit merah', 'bawang merah', 'bawang putih', 'garam', 'gula pasir']","['ikan nila', 'daun pisang', 'lidi', 'daun kemangi', 'daun salam', 'belimbing wuluh', 'tomat', 'cabe merah', 'cabe rawit merah', 'bawang merah', 'bawang putih', 'garam', 'gula pasir']","['ikan nila', 'daun pisang', 'lidi', 'daun kemangi', 'salam', 'belimbing wuluh', 'tomat', 'cabe merah', 'cabe rawit', 'bawang merah', 'bawang putih', 'garam', 'gula pasir']",60,"['ikan dan seafood', 'makanan rumahan', 'menu tradisional daerah']","['ikan & seafood', 'makanan rumahan', 'menu tradisional daerah']"
130,R0130,Pecel Lele,"lele,jeruk nipis,garam,bawang putih,garam,ketumbar,jahe,kunyit,penyedap rasa,nasi,tomat,timun,kol merah,tauge,jeruk,cabe merah keriting,cabe rawit merah,tomat merah kecil,bawang merah,garam,penyedap rasa,terasi bakar,jeruk limau",60,"ikan dan seafood, makanan rumahan, menu tradisional daerah","1. Bersihkan lele lalu beri air perasan jeruk nipis dan garam diamkan 5 menit lalu cuci bersih. Haluskan bumbu marinasi lalu balurkan pada lele hingga rata,tunggu kurang lebih 30 menit.;2. Goreng lele hingga matang kecoklatan.;3. Aku siapkan bahan sambel terasi mentah (lebih otentik nya disajikan dengan sambal Lamongan yg ada rasa manisnya)dan lalapannya. Uleg / haluskan sambel terasi mentah dan koreksi rasa.;4. Sajikan pecel lele lengkap dengan nasi beserta lalapannya.",https://img-global.cpcdn.com/recipes/858e205cc706d8bc/300x426f0.5_0.5_1.0q80/pecel-lele-foto-resep-utama.webp,https://cookpad.com/id/resep/25340995,"['lele', 'jeruk nipis', 'garam', 'bawang putih', 'garam', 'ketumbar', 'jahe', 'kunyit', 'penyedap rasa', 'nasi', 'tomat', 'timun', 'kol merah', 'tauge', 'jeruk', 'cabe merah keriting', 'cabe rawit merah', 'tomat merah kecil', 'bawang merah', 'garam', 'penyedap rasa', 'terasi bakar', 'jeruk limau']","['lele', 'jeruk nipis', 'garam', 'bawang putih', 'garam', 'ketumbar', 'jahe', 'kunyit', 'sedap rasa', 'nasi', 'tomat', 'timun', 'kol merah', 'tauge', 'jeruk', 'cabe merah keriting', 'cabe rawit merah', 'tomat merah kecil', 'bawang merah', 'garam', 'sedap rasa', 'terasi bakar', 'jeruk limau']","['lele', 'jeruk nipis', 'garam', 'bawang putih', 'garam', 'ketumbar', 'jahe', 'kunyit', 'sedap rasa', 'nasi', 'tomat', 'timun', 'kol', 'tauge', 'jeruk', 'cabe merah keriting', 'cabe rawit', 'tomat merah kecil', 'bawang merah', 'garam', 'sedap rasa', 'terasi bakar', 'jeruk limau']",60,"['ikan dan seafood', 'makanan rumahan', 'menu tradisional daerah']","['ikan & seafood', 'makanan rumahan', 'menu tradisional daerah']"
131,R0131,Kolak Pisang,"pisang kepok,kolang kaling,santan kental,santan encer,daun pandan,gula jawa,gula pasir,garam",60,"kue dan dessert, camilan viral/kekinian, sarapan, resep minuman, resep sehat/diet","1. Rebus pisang dengan santan encer (bisa pula dengan air biasa, bila sudah mendidih masukkan santan encer) + daun pandan;2. Masukkan kolang kaling dan gula jawa;3. Diamkan hingga lunak semua. Kemudian masukkan santan kental. Koreksi rasa dengan tambahkan garam sedikit dan gula pasir bila dirasa belum manis.",https://img-global.cpcdn.com/recipes/a0167393b6f816bd/680x781f0.5_0.443189_1.0q80/kolak-pisang-foto-resep-utama.webp,https://cookpad.com/id/resep/25849459,"['pisang kepok', 'kolang kaling', 'santan kental', 'santan encer', 'daun pandan', 'gula jawa', 'gula pasir', 'garam']","['pisang pok', 'kolang kaling', 'santan kental', 'santan encer', 'daun pandan', 'gula jawa', 'gula pasir', 'garam']","['pisang pok', 'kolang kaling', 'santan kental', 'santan encer', 'daun pandan', 'gula jawa', 'gula pasir', 'garam']",60,"['kue dan dessert', 'camilan viral/kekinian', 'sarapan', 'resep minuman', 'resep sehat/diet']","['dessert & kue manis', 'camilan viral/kekinian', 'sarapan', 'resep minuman', 'resep sehat/diet']"
132,R0132,Tengkleng Kambing,"kambing,kayu manis,daun jeruk,lengkuas,serai,bunga lawang,kapulaga,cabai rawit merah,garam,gula pasir,kaldu jamur,merica bubuk,santan,air,bawang merah,bawang putih,kemiri,jahe,ketumbar bubuk,kunyit bubuk,jintan bubuk,bawang goreng,seledri",120,"daging kambing, sup dan kuah, makanan rumahan, menu tradisional daerah","1. Bersihkan tulang belulang kambing. Didihkan air, rebus sebentar tulang belulang kambing kira-kira 5-10 menit setelah air mendidih. Buang air rebusannya. Tiriskan.;2. Tumis bumbu halus, kayumanis, daun jeruk, lengkuas, serai, bunga lawang, cabai rawit hingga harum. Lalu masukkan tulang belulang kambing. Aduk hingga berubah warna.;3. Tuang air. Masak dengan api kecil hingga daging empuk, beri garam, gula, merica bubuk. Aduk rata. Masukkan santan. Masak hingga bumbu meresap. Angkat;4. Sajikan tengkleng dengan taburan bawang merah goreng dan seledri. Sedaaapp 😋😋😋 Selamat mencoba 🙏😊",https://img-global.cpcdn.com/recipes/54d97309f2bdf79c/680x781cq80/1110-tengkleng-kambing-foto-resep-utama.webp,https://cookpad.com/id/resep/16423316,"['kambing', 'kayu manis', 'daun jeruk', 'lengkuas', 'serai', 'bunga lawang', 'kapulaga', 'cabai rawit merah', 'garam', 'gula pasir', 'kaldu jamur', 'merica bubuk', 'santan', 'air', 'bawang merah', 'bawang putih', 'kemiri', 'jahe', 'ketumbar bubuk', 'kunyit bubuk', 'jintan bubuk', 'bawang goreng', 'seledri']","['kambing', 'kayu manis', 'daun jeruk', 'lengkuas', 'serai', 'bunga lawang', 'kapulaga', 'cabai rawit merah', 'garam', 'gula pasir', 'kaldu jamur', 'merica bubuk', 'santan', 'air', 'bawang merah', 'bawang putih', 'kemiri', 'jahe', 'ketumbar bubuk', 'kunyit bubuk', 'jintan bubuk', 'bawang goreng', 'seledri']","['kambing', 'kayu manis', 'daun jeruk', 'lengkuas', 'serai', 'bunga lawang', 'kapulaga', 'cabai rawit', 'garam', 'gula pasir', 'kaldu jamur', 'merica', 'santan', 'air', 'bawang merah', 'bawang putih', 'kemiri', 'jahe', 'ketumbar', 'kunyit', 'jintan', 'bawang merah', 'seledri']",120,"['daging kambing', 'sup dan kuah', 'makanan rumahan', 'menu tradisional daerah']","['daging kambing', 'sup & kuah', 'makanan rumahan', 'menu tradisional daerah']"
133,R0133,Asinan sayur,"tauge,timun,kol,cabai merah besar,garam,gula pasir,cuka,ebi",20,"camilan viral/kekinian,menu tradisional daerah, street food/jajanan pasar, resep sehat/diet, resep praktis/5 bahan","1. Cuci tauge,kol dan timun;2. Blender cabai dan ebi;3. Masak, tambahkan garam dan gula. Masak sampai mendidih;4. Saring dan beri cuka.koreksi rasa;5. Susun sayuran di wadah,siram dengan kuah cuka,aduk;6. Sajikan",https://img-global.cpcdn.com/recipes/182cf39389150b8d/300x426f0.5_0.5_1.0q80/asinan-sayur-foto-resep-utama.webp,https://cookpad.com/id/resep/25724732,"['tauge', 'timun', 'kol', 'cabai merah besar', 'garam', 'gula pasir', 'cuka', 'ebi']","['tauge', 'timun', 'kol', 'cabai merah besar', 'garam', 'gula pasir', 'cuka', 'ebi']","['tauge', 'timun', 'kol', 'cabai merah besar', 'garam', 'gula pasir', 'cuka', 'ebi']",20,"['camilan viral/kekinian', 'menu tradisional daerah', 'street food/jajanan pasar', 'resep sehat/diet', 'resep praktis/5 bahan']","['camilan viral/kekinian', 'menu tradisional daerah', 'street food/jajanan pasar', 'resep sehat/diet', 'resep praktis/5 bahan']"
134,R0134,Lemang Pisang,"pisang,ketan hitam,bambu,daun lihik,kelapa parut,gula merah,gula pasir,garam,air",120,"kue dan dessert, camilan viral/kekinian, sarapan, menu tradisional daerah","1. Cuci bersih ketan, kemudian tiriskan;2. Pisang dikocok sampai halus;3. Siapkan wadah, campur semua bahan, ketan, pisang, gula merah, kelapa parut.;4. Masukan gula pasir dan garam, koreksi rasa;5. Kemudian masukan daun kedalam bambu, dan masukan adonannya tambahkan sedikit air.;6. Susun bambu diatas bara api, biarkan panggangan sampai masak;7. Setelah dingin siap dihidangkan",https://img-global.cpcdn.com/recipes/ce4cbcfacdf915ed/680x781f0.5_0.5_1.0q80/lemang-pisang-foto-resep-utama.webp,https://cookpad.com/id/resep/25831672,"['pisang', 'ketan hitam', 'bambu', 'daun lihik', 'kelapa parut', 'gula merah', 'gula pasir', 'garam', 'air']","['pisang', 'ketan hitam', 'bambu', 'daun lihik', 'kelapa parut', 'gula merah', 'gula pasir', 'garam', 'air']","['pisang', 'ketan hitam', 'bambu', 'daun lihik', 'kelapa parut', 'gula merah', 'gula pasir', 'garam', 'air']",120,"['kue dan dessert', 'camilan viral/kekinian', 'sarapan', 'menu tradisional daerah']","['dessert & kue manis', 'camilan viral/kekinian', 'sarapan', 'menu tradisional daerah']"
135,R0135,Cucur Pandan,"tepung beras,tepung terigu,gula pasir,air,daun pandan,daun suji,garam,margarine,minyak goreng",60,"kue dan dessert, camilan viral/kekinian, sarapan, menu tradisional daerah","1. Blender daun suji (potong2 kecil), 2 lembar daun pandan (potong2 kecil) + air. Setelah di blender saring ambil airnya 400ml;2. Masak air saringan daun suji & pandan, tambah kan gula, garam dan 2 lembar daun pandan. Masak hingga gula larut, tidak perlu sampai mendidih. Saring dan tunggu hingga hangat2 kuku;3. Campur tepung beras dan tepung terigu, tambahkan air rebusan daun pandan + daun suji sedikit demi sedikit sambil di aduk menggunakan wisk. Setelah adonan tercampur rata, mixer dengan kecepatan rendah selama 5 menit;4. Setelah itu diamkan minimal 15 menit;5. Panaskan minyak goreng, setelah panas tambahkan margarine (hingga margarine larut), masukan adonan (saya menggunakan irus/sendok sayur sebagai takaran) Goreng dengan minyak panas, api cenderung kecil. Sambil terus di siram2 dengan minyak panas,",https://img-global.cpcdn.com/recipes/f493efcf934cd258/680x781f0.5_0.5_1.0q80/cucur-pandan-foto-resep-utama.webp,https://cookpad.com/id/resep/25965151,"['tepung beras', 'tepung terigu', 'gula pasir', 'air', 'daun pandan', 'daun suji', 'garam', 'margarine', 'minyak goreng']","['tepung beras', 'tepung terigu', 'gula pasir', 'air', 'daun pandan', 'daun suji', 'garam', 'margarine', 'minyak goreng']","['tepung beras', 'tepung terigu', 'gula pasir', 'air', 'daun pandan', 'daun suji', 'garam', 'margarine', 'minyak goreng']",60,"['kue dan dessert', 'camilan viral/kekinian', 'sarapan', 'menu tradisional daerah']","['dessert & kue manis', 'camilan viral/kekinian', 'sarapan', 'menu tradisional daerah']"
136,R0136,Ayam Pop,"ayam,jahe,bawang putih,serai,daun jeruk,daun salam,lada,air kelapa,garam,santan instan,penyedap,air ungkep ayam,santan instan,maizena,cabe merah besar,cabe merah keriting,tomat,bawang merah,bawang putih,air ungkep ayam",60,"ayam, makanan rumahan, menu tradisional daerah","1. Masukan ayam ke wajan, tambahin bumbu halus, serai, salam, daun jeruk, lada, garam air kelapa, penyedap, santan.. masak sampai matang.. tiriskan;2. Masak semua bahan saus, tambahin air ungkep ayam, haluskan n saring;3. Air sisa ungkep ayam ditambah santan dan maizena, sampai kental, angkat saring..;4. Sajikan ayam ayam dengan kuah n saus sambal",https://img-global.cpcdn.com/recipes/e93ecd744d08459a/680x781f0.5_0.5_1.0q80/ayam-pop-foto-resep-utama.webp,https://cookpad.com/id/resep/25795172,"['ayam', 'jahe', 'bawang putih', 'serai', 'daun jeruk', 'daun salam', 'lada', 'air kelapa', 'garam', 'santan instan', 'penyedap', 'air ungkep ayam', 'santan instan', 'maizena', 'cabe merah besar', 'cabe merah keriting', 'tomat', 'bawang merah', 'bawang putih', 'air ungkep ayam']","['ayam', 'jahe', 'bawang putih', 'serai', 'daun jeruk', 'daun salam', 'lada', 'air kelapa', 'garam', 'santan instan', 'sedap', 'air ungkep ayam', 'santan instan', 'maizena', 'cabe merah besar', 'cabe merah keriting', 'tomat', 'bawang merah', 'bawang putih', 'air ungkep ayam']","['ayam', 'jahe', 'bawang putih', 'serai', 'daun jeruk', 'salam', 'lada', 'air kelapa', 'garam', 'santan instan', 'sedap', 'air ungkep ayam', 'santan instan', 'maizena', 'cabe merah besar', 'cabe merah keriting', 'tomat', 'bawang merah', 'bawang putih', 'air ungkep ayam']",60,"['ayam', 'makanan rumahan', 'menu tradisional daerah']","['ayam', 'makanan rumahan', 'menu tradisional daerah']"
137,R0137,Karedok,"kacang panjang,kol,timun,kacang tanah goreng,bawang putih,kencur,cabai rawit merah,gula merah,garam,daun jeruk,air hangat,jeruk nipis",30,"makanan rumahan, menu tradisional daerah, resep sehat/diet, resep praktis/5 bahan, sarapan","1. Siapkan semua bahan dan cuci bersih sayuran. Potong² kacang panjang, kol, dan timun sesuai selera.;2. Siapkan kacang tanah, bawang putih, cabai, garam, kencur dan daun jeruk. Ulek semua bumbu sampai agak halus kemudian tambahkan gula merah lalu ulek kembali sampai halus. Tambahkan air secukupnya kemudian ulek sambil diaduk hingga merata.;3. Campurkan sayuran dengan bumbu kacang dan perasan jeruk nipis kemudian aduk rata.;4. Karedok siap disajikan dengan tambahan kerupuk.",https://img-global.cpcdn.com/recipes/6226fba18436b25a/680x781f0.5_0.5_1.0q80/karedok-foto-resep-utama.webp,https://cookpad.com/id/resep/25740289,"['kacang panjang', 'kol', 'timun', 'kacang tanah goreng', 'bawang putih', 'kencur', 'cabai rawit merah', 'gula merah', 'garam', 'daun jeruk', 'air hangat', 'jeruk nipis']","['kacang panjang', 'kol', 'timun', 'kacang tanah goreng', 'bawang putih', 'kencur', 'cabai rawit merah', 'gula merah', 'garam', 'daun jeruk', 'air hangat', 'jeruk nipis']","['kacang panjang', 'kol', 'timun', 'kacang tanah', 'bawang putih', 'kencur', 'cabai rawit', 'gula merah', 'garam', 'daun jeruk', 'air hangat', 'jeruk nipis']",30,"['makanan rumahan', 'menu tradisional daerah', 'resep sehat/diet', 'resep praktis/5 bahan', 'sarapan']","['makanan rumahan', 'menu tradisional daerah', 'resep sehat/diet', 'resep praktis/5 bahan', 'sarapan']"
